,MOL_molhash_id,MOL_smiles,EGFR,KIT,RET,LOK,SLK,CLS_EGFR,CLS_KIT,CLS_RET,CLS_LOK,CLS_SLK
0,d0a4aabb6c7436e20e615c345480cccf1082bdd0,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12)C1CC1,1.0,31.0,74.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1,165dc6f18fd91ef792df42d92e2b49b32ec4659c,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,0.0,5.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0
2,68ea90085fa6457ee7154a68c2ba5290cb1e25f7,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CC1,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1f1ccac92a895257b046dc6408405017a66141fe,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CCCC1,1.0,36.0,16.0,26.0,38.0,0.0,0.0,0.0,0.0,0.0
4,2c5328120721e7816c0caa3fa559c631e1a4facd,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,32.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
5,16f3380aa83e9c9668bbf633b22c5fea4be9c1e4,c1ccc(Oc2ccc(Nc3ccnc4cc(-c5ccc(CNCCN6CCOCC6)o5)ccc34)cc2)nc1,39.0,79.0,5.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0
6,beb36d06de690256b2900e3d4308994d036ae786,c1ccc(Oc2ccc(Nc3ccnc4cc(-c5ccc(CN6CCCCC6)o5)ccc34)cc2)nc1,55.0,96.5,11.0,39.0,36.0,0.0,1.0,0.0,0.0,0.0
7,d5c65de5800756901aa222867c0f052f1f1720ce,c1ccc(-c2ccc3c(-c4ccnc(Nc5ccc6c(c5)OCCO6)n4)cnn3n2)cc1,14.0,10.0,1.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0
8,3eef80e9831f038021c2a01e8ddcae2937fc8def,CC(=O)Nc1cn2nc(Oc3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccc2n1,58.0,100.0,100.0,90.1,21.0,0.0,1.0,1.0,1.0,0.0
9,7e62c087dcf9b12faeacb842cd4f3e3457cf9bff,CC(=O)Nc1nc2cnc(Nc3cc(NC(=O)c4cccc(C5(C#N)CC5)c4Cl)ccc3C)nc2s1,0.0,99.8,99.6,54.0,23.0,0.0,1.0,1.0,0.0,0.0
10,fa05b9ee3319512fb46e0c3b1ce888d89a331df5,CC(=O)Nc1nc2cnc(Nc3cc(NC(=O)c4cccc(CC(C)(C)C#N)c4)ccc3C)nc2s1,0.0,100.0,99.7,55.0,1.0,0.0,1.0,1.0,0.0,0.0
11,d4beb8b3bf88c2efa4206a370e3287019eb883ef,CC(=O)Nc1nc2cnc(Nc3cc(NC(=O)c4cccc(CCC#N)c4)ccc3C)nc2s1,6.0,99.7,51.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0
12,1fddecc247649e5a2bc4889099676abb0b7d459c,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,3.0,67.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
13,69623777038bdec989faccb06311e686e6d6b2e4,CC(=O)c1c(-c2ccncc2)[nH]c(-c2ccncc2)c1C,37.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5ca26b880dfd5fc0bc867b4c38bfee91079e5da9,CC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1,18.0,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
15,b566bfbb13ef5915efcf0ffb3baf145d019ef98f,CC(C(=O)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1)c1ccc(Cl)cc1,28.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
16,098a4b08107171ff9c80aa4c5f378177802c7b85,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4ccccc4)ccc3n2)cc1,5.0,92.6,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
17,e24d9bedc5292d00b7993fd0d6c13dff8faa2e0a,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,17.0,91.5,14.0,79.0,19.0,0.0,1.0,0.0,0.0,0.0
18,9bb6f74122e7fdbeb10c48fa78b12dd261ac9531,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,9.0,98.4,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
19,7ec5a8ac848ff8f3f64d643dae1986e6817431e5,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1,0.0,74.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0
20,73e76d1dbdd805487a4f446d6b02729177e3a32e,CC(C)(C)OC(=O)NC1CCCN(c2cc(-c3ccc4c(N)n[nH]c4c3)nc(N)n2)C1,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,af6ae3db9f301e92cf9cc859cef96af3e0e88e1a,CC(C)(C)c1ccc(-n2cnc3c(N)ncnc32)cc1,38.0,38.0,8.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0
22,8149fe18f5d75f6fc8987e32ebeba99413b1b0df,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1,63.0,26.0,94.7,0.0,55.0,0.0,0.0,1.0,0.0,0.0
23,79df8e95f7f5341cdbcec09fe17feebb34e45bd0,CC(C)(C)n1cnc2c(N)ncnc21,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,9efd1abb517086fed3b1bf6d7fccfc3882386729,CC(C)N1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1,10.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
25,c9baf640fe90f5d386799eba90cfc1ba47dd7c0e,CC(C)Nc1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,58.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
26,6391613fbb01492cb26a231f36b50a0cf18be27c,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1,50.0,91.1,56.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
27,2b346bba6b36b0c5a9278e642fffa4332913694a,CC(C)S(=O)(=O)N1CCN(Cc2ccc3c(c2)nc(NC(=O)c2ccsc2)n3C[C@H](O)c2ccccc2)CC1,20.0,87.0,44.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0
28,8e80eaaac2f76309e798cfbe221f439672db62dd,CC(C)c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,17.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
29,8911dcf67545e15dc2460383e296270a61e400f1,CC(C)c1ccc(O)cc1Nc1ccnc2ccc(C(F)(F)F)cc12,37.0,0.0,38.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
30,578868c28cd5d8eda652cab99a1b38f396322f4d,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cccc(Cl)c5)c4)n3)cn2)CC1,86.0,96.1,54.0,96.8,72.0,1.0,1.0,0.0,1.0,0.0
31,ce6c99425c3a1b8e93680814bb42073e6348e63b,CC(C)c1nc(-c2ccc(F)c(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,82.0,97.8,89.0,99.3,91.4,1.0,1.0,1.0,1.0,1.0
32,a0d6d1d9479ea3fbc5401acda99aa36745425cc9,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,94.3,99.9,99.7,99.8,97.0,1.0,1.0,1.0,1.0,1.0
33,b757b87e0ae65dbc5e92f2133240c4648350fa43,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc4c(c3)CN(C)CC4)n2)s1,84.0,99.9,95.4,97.5,88.0,1.0,1.0,1.0,1.0,1.0
34,6b3e1da52fbc5e8d218c056d8b731968d5290e9a,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,7b48bb03a57eae487be263ecb9f1d60ec39cca1d,CC(=O)c1c(C)c2cnc(Nc3ccn(C)n3)nc2n(C2CCCC2)c1=O,5.0,0.0,5.0,15.0,34.0,0.0,0.0,0.0,0.0,0.0
36,d56da9daf0b5984b89a001737927885077b46710,Cc1nnc(-c2ccc3occ(-c4ccc(C(C)O)cc4)c3c2)o1,28.0,11.0,11.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0
37,e3a3c7395fbf4796912509b39d943f9afaefe986,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,33.0,9.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,5ba588caf3cd74d5d15203b1e20917dacd18f08d,Cc1cc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)cc2)nn1-c1ccccc1,0.0,100.0,81.0,91.7,0.0,0.0,1.0,1.0,1.0,0.0
39,776c474f0f500feb28e45e847ba8a32e8ebc2246,Cc1ccc(C(=O)N2CC[C@@H](O)C2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,0.0,87.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,797cb54f70a20531793a9ec368ea21e15ad2caa5,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8ccb064ffa2c513a01adb15f4a133d68c0b88692,Cc1ccc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)c(=O)n1-c1ccccc1,0.0,100.0,100.0,99.9,79.0,0.0,1.0,1.0,1.0,0.0
42,e0ee3cdbf74a860b59237d4ff3e8d9903c96d1b1,Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)nn1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
43,d2972b14f897e189828de7fb2e61c62e9a5f207e,Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2C)cn1,71.0,16.0,8.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
44,76bd2c75d3a79829339efa962a7fc8ae2102ee76,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCCc3ccccc3)c2)c1,0.0,98.4,30.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
45,1b25952df5b4cfbac5fdf321b21fb555186c6842,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccncc2)c1,0.0,18.0,14.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
46,4d07815572089be8e7f8d2e687d5119bb1112342,Cc1nnc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)[nH]1,0.0,20.0,31.0,98.7,50.0,0.0,0.0,0.0,1.0,0.0
47,b63cfaeb0636e86555790d2248a2aef948c1e869,Cc1nnc(-c2ccc3ncn(-c4ccc([S+](C)[O-])cc4)c3c2)o1,0.0,29.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0
48,a2d6bf9c8afa039b0a8cc2642650c6b1adb9f56a,Cc1nnc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3n2)o1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,d667ff1f32281708904a5b81ac72c0e570fb14b4,Cc1nnc(-c2ccc3ncc(-c4ccc([S+](C)[O-])cc4)n3c2)o1,9.0,59.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
50,f869f33b9a2bfd81c3c8690972da9fa62aaf19a7,Cc1c(Cn2c(C)nn3c(=O)cc(N4CCOC(C)C4)nc23)cccc1C(F)(F)F,34.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
51,15887192385359e07c3804c58da7c652a512da51,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)O)cc1,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,4260b0934da202799ff7d13310fc28e0cd51cb8b,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC2CC2)n(C)n1,0.0,58.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0d2474ffcb784b89e0b816b6f80920254ea41a3d,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(S(C)(=O)=O)n(CC(F)F)n1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,b43a7eaa0abf0e00a8dbea0f0cb9217f6ce9e49f,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(S(C)(=O)=O)n(CC(N)=O)n1,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,a9fdd7e2cc5adb2c8a0494520d41e1f561adf174,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(S(C)(=O)=O)n(CCC(C)(C)O)n1,31.0,11.0,14.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0
56,a1cb519ba8e05483f736a61dcb916b60eccd0eb6,CCC(CC)(CC)n1cnc2c(N)ncnc21,0.0,0.0,4.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0
57,f2382ce824b48ac5450325f666d1d543248a67a3,CCc1ccc(-c2ccc3c(c2)-c2c(cnn2C)S(=O)(=O)N3C)cc1,15.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
58,bfee652843117f35c64cd6601f8b30dd13860195,CCc1ccc(-c2ccc3c(c2)-c2n[nH]cc2S(=O)(=O)N3C)cc1,0.0,7.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
59,00ce22675baee4118bdef97818a6ba9214afb3db,CCc1ccc(-c2ccc3c(c2)-c2nn(C)cc2S(=O)(=O)N3C)cc1,0.0,0.0,16.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
60,a75a88f35372da5e1203eff7bcdfc084a308ed29,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,24.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
61,62fa4581a9269319414e49c3432d4d8b7f7e569a,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCc3ccccc3)c2)s1,0.0,26.0,4.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0
62,e9914447ac9b9647944435da188ecb27156e1dcb,CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,0.0,42.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
63,303814fbc4c3b180c54c516086bdc34c6232d4ea,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc4ccccc34)cc12,20.0,12.0,33.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
64,3767e8723529fecf58e6fd876f9516ededa57dc5,CCCC(=O)Nc1n[nH]c2ncccc12,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
65,9c6fcbe530b97db57c5c47be5d3932708bfbbbb9,CCCCCc1nc2c(N)ncnc2n1CCCCC,0.0,17.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0
66,d35ea2635bd5c89409747e87e0b98bc573f5f2c7,CCCCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1,26.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,7b777ac179823dd5c36a6061ffa99d9aa7b13d9f,CCCCc1nn2ncccc2c1-c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,81.0,100.0,99.5,60.0,69.0,1.0,1.0,1.0,0.0,0.0
68,e90fcb3118d301e7000a8dafdb6b346984cc5985,CCCNC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1,15.0,89.0,8.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0
69,d20583d5d46548fb0aace0a1c81cc2982d42907c,CCCc1ccc(S(=O)(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)cc1,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,55b0635db0e66b0d81411c64aa793ea5fe3454fd,CCCc1ccc(S(=O)(=O)NC2CCN(c3ccnc(Nc4ccc(OC)cc4)n3)C2)cc1,32.0,37.0,28.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
71,9ba01547b5c65fa0e2a099c7ab79fe5017378b69,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,52.0,100.0,96.5,80.0,77.0,0.0,1.0,1.0,1.0,0.0
72,f5aa602e81d1f68d056fcfaf7694ed18d3145c74,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,88.0,100.0,100.0,99.3,99.3,1.0,1.0,1.0,1.0,1.0
73,bacdecd690af2c8ad26357e76f86326219dd016b,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,0.0,31.0,23.0,13.0,78.0,0.0,0.0,0.0,0.0,0.0
74,5f2c32cfa9f3bfb64b09c9f67d30b1e6680daa39,CCNc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(C)CC2)n1,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
75,60f9c06040b7756f0150b5f0438fe319a59ade1d,CCOC(=O)N1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1,32.0,40.0,30.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
76,d09a2c2dd02c453642a9fdf1b6aab27b693fc6ab,CCOc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,9.0,17.0,32.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
77,12338d184fe24a75c9f61adb82c5920fb772d38c,CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ncccc34)n2)c1,99.3,32.0,20.0,92.1,54.0,1.0,0.0,0.0,1.0,0.0
78,4c74cdfd1848841343582457bf93881104c7e76d,CC[S+]([O-])c1ccc(-c2coc3ccc(-c4nnc(C)o4)cc23)cc1,5.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
79,c15ad2e092b1abdcd305b895e7fffce1bafbcef8,CC[C@@H]1CO[C@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(NC)n1,71.0,17.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
80,26412805aa62753c66f0b0dade474c0d1c83ebe9,CC[C@@]1(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,44.0,7.0,3.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0
81,af7b448b2c5da26785b2029ee56a8ff463e79883,CC[C@]1(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,28.0,7.0,8.0,36.0,38.0,0.0,0.0,0.0,0.0,0.0
82,acaf1d39ec34c8cb29d72be0b99b099db6047d1b,CCc1nc(-c2cccc(N(C)S(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)nc3)n2)s1,79.0,19.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
83,0d55d700da5f4ec421c2f5d1c952243905cfa170,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21,12.0,0.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
84,8a56aad64d3473133eed1ec54ef8377d25df00d2,CCn1c(-c2nonc2N)nc2ccccc21,0.0,0.0,22.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0
85,406e310c80ae8802a457b27b8e2ba24119ca782c,CCn1c(-c2nonc2N)nc2cncc(Br)c21,15.0,32.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
86,a09bcd764e9608278974295ece75738cd1b15c28,CCn1c(-c2c(N)noc2C)nc2cnccc21,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
87,914c730071bdc3badd2b6ca5dc7bfd5a741fcec7,CCn1c(-c2ccccc2)nc2cnccc21,37.0,8.0,23.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
88,fa44841979f27c358b51ab25fb89cccdbe6ba19d,CCn1c(-c2ccccn2)nc2cnccc21,15.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
89,5e4aca844a3d2b0bbdd115c85f9da0fe4e60c82a,CCn1c(-c2cccnc2O)nc2cnccc21,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,aaee30666f55813f5a7abdedb07d6a0d397d5bbe,CCn1c(-c2ccncc2)nc2cnccc21,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
91,d0d4069a32975ba19847dc26fca07351ca8cdcf4,CCn1c(-c2ccoc2)nc2cnccc21,24.0,5.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
92,8cc7cea26ec8e6b7f25cc71c508e9ed4fcd44982,CCn1cnc2c(N)ncnc21,15.0,20.0,0.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0
93,586596235a772c71ff72f8a3ac1c622ef7041476,CCn1cnc2c(NCc3ccccc3)ncnc21,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
94,5709e4e65cbc085343f1112d22b1c585b1556352,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,17.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,6a357b1c316605e9b4d2d1890e026285e0febb33,CN(C)CCNS(=O)(=O)c1ccc(-c2ccnc3[nH]ccc23)cc1,37.0,9.0,2.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
96,4b6c5d7f88fa85bcbe741d3ce62d3ee03851aa15,CN(C)CCOc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,28.0,38.0,36.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0
97,21a5af00b0e8253bb68dc742dce8c03440447fc6,CN(C)Cc1ccc(-c2ccc3c(Nc4ccc(Oc5ccccn5)cc4)ccnc3c2)o1,53.0,92.8,1.0,52.0,31.0,0.0,1.0,0.0,0.0,0.0
98,54f48fe8b94b50ee4456050a7d1a27b0b619dbb9,CN(C)S(=O)(=O)c1cc(-c2ccc3nccc(-c4cccc(S(N)(=O)=O)c4)c3c2)cnc1N,18.0,21.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
99,e26631f33fbb7e4c41d6f1ff05736f2f07028e00,CN(C)c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,43.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
100,510c993e7fe9bd51b8e720a1b5629156e33e5399,CN(C)c1ncnc2nc[nH]c12,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
101,8c87c787dbf546fd1f26f7e700e294f8824fbf69,CN(C1=C(c2ccccc2)C(=O)NC1=O)c1ccccc1,27.0,16.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
102,8e09ffd582100bde1d60f1fef3901a10a063d449,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,64.0,99.8,100.0,95.4,14.0,0.0,1.0,1.0,1.0,0.0
103,04d09a0723eb8f2d14357495a6e30440d41fceda,CN(C(=O)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1)C1CCOCC1,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,03dbea8fa9e1c78cddcc9e1a24fa3e1df68042ec,C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3cnn(C)c3)nn12,15.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
105,07edf9ad05ac35be537a7fa87de6f05bd9b6062a,CN(c1cccc(CNc2nc(Nc3ccc4c(c3)CC(=O)N4)ncc2C(F)(F)F)c1)S(C)(=O)=O,3.0,57.0,85.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0
